articlesShortDescription,Date
"ArcelorMittal Brasil SA and Votorantim SA said on Thursday they will merge their long steel operations in Brazil, creating a company with a combined production capacity of 5.4 million tonnes of rolled steel per year.",2017-02-23 13:45:43
"Brazilian miner Vale SA expects the global price of iron ore to average above $80 per tonne in 2017, on the back of increasing steel demand and a smaller rise in new production entering the global market, the company's Executive Director of Ferrous Minerals Peter Poppinga...",2017-02-23 13:44:38
"Anytime you hear the mantra ""this time it will be different,"" it's probably best to assume the same old cycle will repeat itself.",2017-02-23 12:00:53
"Brazilian miner Vale SA reported on Thursday net profit of $525 million for the fourth quarter, falling short of analyst expectations but reversing a heavy loss in the period a year earlier thanks to record output and higher iron ore prices.",2017-02-23 10:10:58
"Anytime you hear the mantra ""this time it will be different,"" it's probably best to assume the same old cycle will repeat itself.",2017-02-23 09:10:13
"The White House has pushed back the release of a new executive order to replace its directive suspending travel to the United States by citizens of seven mostly Muslim countries, a White House official said on Wednesday.",2017-02-22 23:09:42
"There has been no independent confirmation that an Islamic State suicide bomber who blew himself up in Iraq this week was a British man who had been detained in the Guantanamo Bay prison, a spokesman for Prime Minister Theresa May said on Wednesday.",2017-02-22 16:48:31
"China will ratchet up planned steel production cuts and target illegal factories in an effort to reduce pollution during the winter, an official said on Wednesday.",2017-02-22 13:20:59
"Russia waits for the United States to come up with proposals on a possible cooperation in Syria, Interfax news agency quoted Russian Foreign Minister Sergei Lavrov as saying on Wednesday.",2017-02-22 12:02:28
"Something is not quite adding up in China's iron and steel markets, with the reasons for the current rally in prices for both commodities jarring uncomfortably with actual data.",2017-02-22 12:00:50
"An Islamic State suicide bomber from Britain who blew himself up in an attack on Iraqi forces this week had been given compensation for his detention in the Guantanamo Bay military prison, Western security sources said on Wednesday.",2017-02-22 11:50:50
"An Islamic State suicide bomber from Britain who blew himself up in an attack on Iraqi forces this week had been given compensation for his detention in the Guantanamo Bay military prison, Western security sources said on Wednesday.",2017-02-22 11:50:50
"The United States should expect a ""strong slap in the face"" if it underestimates Iran's defensive capabilities, a commander of the elite Revolutionary Guards said on Wednesday, as Tehran concluded war games.",2017-02-22 11:44:19
"Something is not quite adding up in China's iron and steel markets, with the reasons for the current rally in prices for both commodities jarring uncomfortably with actual data.",2017-02-22 05:30:54
"Something is not quite adding up in China's iron and steel markets, with the reasons for the current rally in prices for both commodities jarring uncomfortably with actual data.",2017-02-22 05:30:54
"Australia's Fortescue Metals Group Ltd on Wednesday reported a 383 percent rise in interim net profit to $1.2 billion, surpassing the $319 million in the year-earlier period on the back of a surprise surge in iron ore prices, but still fell short of market expectations.",2017-02-21 23:04:28
"Australia's Fortescue Metals Group Ltd on Wednesday reported a 383 percent rise in interim net profit to $1.2 billion, surpassing the $319 million in the year-earlier period on the back of a surprise surge in iron ore prices, but still fell short of market expectations.",2017-02-21 23:04:28
"The head of aircraft leasing giant AerCap expressed confidence in overall airline demand despite a recent slowdown in the aerospace cycle on Tuesday, but questioned the durability of plans by Airbus and Boeing for increases in airplane output.",2017-02-21 13:42:27
"Mining's traumatic downturn is still fresh in the memories of BHP Billiton and Anglo American, despite their improved performance in 2016. Rising commodities prices and aggressive cost-cutting helped both companies to boost earnings and cut debt. But another investment splurge...",2017-02-21 12:32:55
"The United Nations is ""shocked"" by the sudden death of Russia's envoy to the world body, Vitaly Churkin, and has extended its condolences to Moscow, TASS news agency cited a representative for U.N. Secretary-General Antonio Guterres as saying on Monday.",2017-02-20 17:37:54
"(This story corrects in sixth paragraph that Churkin was taken to a hospital from the Russian mission, not the Russian embassy.)",2017-02-20 17:30:32
"Iraq and Iran signed a memorandum of understanding on Monday to study the construction of a pipeline to export crude oil from the northern Iraqi fields of Kirkuk via Iran, the Iraqi oil ministry said in a statement.",2017-02-20 14:54:08
"South Africa's MTN has increased its investment in an Iranian e-commerce business, it said on Monday, without disclosing the size of the transaction.",2017-02-20 14:39:07
"Russia hopes to get around European Union sanctions by reaching a deal with Iran for the supply of gas turbine equipment for two power plants in Crimea, the head of Russian state defence conglomerate Rostec said on Monday.",2017-02-20 13:58:53
"Four Russian soldiers have died and two were wounded last week when their car was hit by a radio-controlled bomb in Syria, Russian news agencies cited the Russian Defence Ministry as saying on Monday.",2017-02-20 12:54:27
"The Iranian military has banned the unauthorized use of drones in the capital Tehran, after several security scares caused by unpiloted aircraft that are increasingly popular with hobbyists and filmmakers.",2017-02-20 11:23:55
U.S. Vice President Mike Pence assured the European Union in Brussels on Monday that the Trump administration will develop their cooperation in trade and security and backs the EU as a partner in its own right.,2017-02-20 09:15:50
